카드 ID,카드명,카드 브랜드,체크/신용,이미지 URL,카드 디테일 링크,통합혜택,대분류태그,소분류태그
1328,ROVL 다이아몬드(스카이패스)기업카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1444/card_img/20630/1444card.png,https://www.card-gorilla.com/card/detail/1444,바우처 연회비 상당의 쿠폰 서비스 항공마일리지 대한항공 마일리지 적립서비스 여행사 해외 여행상품 현장 할인 호텔 롯데호텔 우대 도서 요약 보험사 보험 무료가입 프리미엄 Master Diamond 전용서비스,"['전자상거래', '생활서비스', '여가/오락']",['숙박']
1329,예다함 카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1445/card_img/20629/1445card.png,https://www.card-gorilla.com/card/detail/1445,할인 예다함 상조부금 청구할인 최대 만 천원,['생활서비스'],['전문서비스']
1330,웅진씽크빅 카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1446/card_img/20628/1446card.png,https://www.card-gorilla.com/card/detail/1446,학습지 웅진씽크빅 자동납부요금 청구할인 월 최대 만 천원,['생활서비스'],['전문서비스']
1331,NEW_UNI체크,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1447/card_img/20627/1447card.png,https://www.card-gorilla.com/card/detail/1447,소셜커머스 G마켓 옥션 할인 카페 스타벅스 베이커리 파리바게트 배스킨라빈스 던킨도너츠 패스트푸드 맥도날드 롯데리아 버거킹 피자헛 미스터피자 도미노피자 편의점 CU편의점 올리브영 GS 군마트 PX 영화 영화관 학원 어학원 통신 휴대전화 요금 천원,"['전자상거래', '디저트', '식사', '소매/유통', '여가/오락']","['음/식료품소매', '화장품소매', '제과/제빵/떡/케익', '인터넷쇼핑', '패스트푸드']"
1332,CJ 삼성애니스타일플래티늄카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1448/card_img/20626/1448card.png,https://www.card-gorilla.com/card/detail/1448,영화 CGV 동반 인 할인 주유 S OIL 리터당 보너스포인트 적립 멤버십포인트 애니스타일 리워드서비스 선택형 선택서비스 경기관람 프로스포츠 경기 테마파크 주요 놀이공원 입장권 및 자유이용권,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매']"
1333,웰릭스렌탈 카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1449/card_img/20625/1449card.png,https://www.card-gorilla.com/card/detail/1449,렌탈 웰릭스렌탈료 자동이체 할인 서비스 프리미엄 Master 티타늄,"['디저트', '생활서비스']","['커피/음료', '차량관리/서비스']"
1335,우리V외국인체크카드,우리카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/1451/card_img/20623/1451card.png,https://www.card-gorilla.com/card/detail/1451,금융 외환 환전 송금 최대 환율 우대우리원송금클럽 영화 CGV 천원 청구할인 테마파크 놀이공원 및 할인 대형마트 은행사 수수료 면제,"['소매/유통', '여가/오락']",['취미/오락']
1336,삼성애니스타일카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1452/card_img/20622/1452card.png,https://www.card-gorilla.com/card/detail/1452,영화 CGV 동반 인 할인 주유 S OIL 리터당 보너스포인트 적립 멤버십포인트 애니스타일 리워드서비스 무이자할부 선택서비스 경기관람 프로스포츠 경기 테마파크 주요 놀이공원 입장권 및 자유이용권,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매']"
1337,삼성애니스타일플래티늄카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1453/card_img/20621/1453card.png,https://www.card-gorilla.com/card/detail/1453,영화 CGV 동반 인 할인 주유 S OIL 리터당 보너스포인트 적립 멤버십포인트 애니스타일 리워드서비스 선택형 선택서비스 경기관람 프로스포츠 경기 테마파크 주요 놀이공원 입장권 및 자유이용권 프리미엄 VISA PLATINUM 서비스,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매']"
1338,맘스클럽 롯데카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1454/card_img/20620/1454card.gif,https://www.card-gorilla.com/card/detail/1454,뷰티 피트니스 미용실 최대 할인 경기관람 롯데 자이언츠 쇼핑 롯데백화점 할인면세점 롯데면세점 OTT 영화 문화 롯데시네마 뮤지컬 연극 맘스커머스 청구할인 병원 약국 산부인과 및 산후조리원,"['의료/건강', '디저트', '공연/전시', '소매/유통', '생활서비스', '여가/오락']","['문화서비스', '공연관람', '일반병원', '커피/음료', '경기관람']"
1339,KFC 삼성지엔미카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1455/card_img/20619/1455card.png,https://www.card-gorilla.com/card/detail/1455,OK캐쉬백 OK캐시백포인트 적립 영화 할인 무이자할부 주요 쇼핑가맹점 경기관람 프로스포츠 프로모션 서비스 테마파크 놀이공원 입장권 및 자유이용권 푸드 아웃백 스타벅스 정비 닥터카서비스 헤어 미용실 여행 숙박 삼성카드여행센터,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '경기관람', '수리서비스']"
1340,GS홈쇼핑 삼성지엔미포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1456/card_img/20618/1456card.png,https://www.card-gorilla.com/card/detail/1456,홈쇼핑 GS SHOP 할인 및 무이자할부 쿠폰 제공 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 자유이용권 경기관람 프로스포츠 프로모션 서비스 쇼핑가맹점 정비 닥터카서비스 영화 헤어 미용실,"['전자상거래', '디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '경기관람', '수리서비스']"
1342,the Black Edition2,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1458/card_img/20616/1458card.png,https://www.card-gorilla.com/card/detail/1458,바우처 Luxury Hotel Shopping 등the Black 제공 프리미엄 서비스 the 회원 전용 여행 문화 등 전문 상담 컨시어지 제공연간 이용금액에 따른 리워드 대한항공 대한항공형 아시아나형 M포인트형 중 선택 시 해당 혜택 일시불 할부 이용금액 원당 마일리지 적립 아시아나항공 업종별 M포인트,['공연/전시'],"['공연관람', '문화서비스']"
1344,웰릭스렌탈 Ⅱ카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1460/card_img/20614/1460card.png,https://www.card-gorilla.com/card/detail/1460,렌탈 웰릭스렌탈료 자동이체 할인 서비스,['생활서비스'],['차량관리/서비스']
1345,My Life 카드,하나카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1461/card_img/20613/1461card.png,https://www.card-gorilla.com/card/detail/1461,보험사 하나생명 보장성 월납보험료 카드 자동이체 시 월 천원 만원 청구할인 대형마트 이마트 트레이더스 홈플러스 롯데마트 카페 스타벅스 커피빈,"['디저트', '식사', '생활서비스', '소매/유통']","['커피/음료', '제과/제빵/떡/케익']"
1346,GS샵&디앤샵 삼성지엔미포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1462/card_img/20612/1462card.png,https://www.card-gorilla.com/card/detail/1462,홈쇼핑 GS SHOP d 할인 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 및 자유이용권 경기관람 프로스포츠 프로모션 서비스 무이자할부 쇼핑가맹점 정비 닥터카서비스 헤어 미용실 영화,"['디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '경기관람', '수리서비스']"
1350,My flight SKYPASS Prime 카드,하나카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1466/card_img/20548/1466card.png,https://www.card-gorilla.com/card/detail/1466,대한항공 국내 일시불 할부 이용금액 원당 스카이패스 마일리지 적립해외 적립 라운지키 LoungeKey VISA 제휴 공항라운지 월 회 연 무료입장 제공,['생활서비스'],['전문서비스']
1351,맘인 롯데카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1467/card_img/20547/1467card.png,https://www.card-gorilla.com/card/detail/1467,뷰티 피트니스 미용실 최대 할인 경기관람 롯데 자이언츠 쇼핑 롯데백화점 OTT 영화 문화 롯데시네마 뮤지컬 연극 기타 우리 아이 안전을 지키는 위치 알림 서비스 LGU 교육 육아 컨텐츠 대 백화점 및 할인점 등 주요 생활업종 푸드 외식 주유 SK주유소 결제 시 리터당 포인트 적립 멤버십포인트 L POINT,"['디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['연료판매', '한식', '문화서비스', '공연관람', '커피/음료', '경기관람']"
1352,제주항공 Refresh Point KB국민카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1468/card_img/20546/1468card.png,https://www.card-gorilla.com/card/detail/1468,적립 신판 원당 P 공항라운지 연 회 무료 이용,['생활서비스'],['전문서비스']
1355,GS홈쇼핑 삼성티클래스카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1471/card_img/20543/1471card.png,https://www.card-gorilla.com/card/detail/1471,홈쇼핑 GS SHOP 할인 및 무이자할부 쿠폰 제공 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 여행 숙박 삼성카드 여행센터 패밀리레스토랑 불고기브라더스 경기관람 프로스포츠 프로모션 서비스 테마파크 주요 놀이공원 입장권 자유이용권 선택형 우수회원 옵션,"['전자상거래', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '숙박', '휴게소/대형업체', '경기관람']"
1356,GS홈쇼핑 삼성애니패스포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1472/card_img/20542/1472card.png,https://www.card-gorilla.com/card/detail/1472,홈쇼핑 GS SHOP 할인 및 무이자할부 쿠폰 제공 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 자유이용권 OTT 영화 문화 정비 닥터카서비스,"['전자상거래', '디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '문화서비스', '휴게소/대형업체', '경기관람', '수리서비스']"
1357,GS샵&디앤샵 삼성애니패스포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1473/card_img/20541/1473card.png,https://www.card-gorilla.com/card/detail/1473,홈쇼핑 GS SHOP d 할인 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 및 자유이용권 영화 정비 닥터카서비스,"['디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '경기관람', '수리서비스']"
1358,G마켓 삼성티클래스앤오일카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1474/card_img/20540/1474card.png,https://www.card-gorilla.com/card/detail/1474,무실적 업종별 빅포인트 적립 주유 S OIL 리터당 포인트 패밀리레스토랑 CJ푸드빌 불고기브라더스 할인 여행 숙박 삼성카드 여행센터 테마파크 주요 놀이공원 입장권 및 자유이용권 경기관람 프로스포츠 프로모션 서비스 교통 대중교통상해보험 무료가입 무이자할부 백화점 할인점,"['공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '교통서비스', '연료판매', '숙박', '휴게소/대형업체', '경기관람']"
1359,세이 삼성카드 S클래스,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1475/card_img/20539/1475card.png,https://www.card-gorilla.com/card/detail/1475,백화점 세이 할인 및 무이자할부 멤버십포인트 우수회원 우대서비스 S포인트 적립 사용 S선포인트 푸드 CJ푸드빌 현장할인 영화 테마파크 주요 놀이공원 입장권 자유이용권 경기관람 프로스포츠 프로모션 서비스 정비 닥터카서비스 공연 전시 삼성미술관 리움 여행 숙박 아멕스,"['공연/전시', '생활서비스', '소매/유통', '여가/오락']","['취미/오락', '전시장', '숙박', '공연관람', '경기관람', '수리서비스']"
1363,썸뱅크 롯데 체크카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1479/card_img/20535/1479card.png,https://www.card-gorilla.com/card/detail/1479,기타 썸뱅크 롯데 체크카드만의 L POINT 적립서비스 쓰는 만큼 늘어나는 적립 한도 포인트 적립기준 SUM Bank 현금 입출금 카드 기능,"['생활서비스', '소매/유통']",['전문서비스']
1364,썸뱅크 롯데백화점 카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1480/card_img/20533/1480card.png,https://www.card-gorilla.com/card/detail/1480,백화점 롯데백화점 청구할인 서비스 개월 할부서비스 기타 차년도 연회비 면제 썸뱅크 현금 입출금 카드 기능 헤어 미용실 최대 할인 경기관람 롯데 자이언츠 쇼핑 e 쿠폰 및 무료 주차권 제공 공연 전시 뮤지컬 연극 등,"['전자상거래', '공연/전시', '생활서비스', '소매/유통']","['공연관람', '전시장', '경기관람']"
